n,test_used,statistic,p_value,mean_before,mean_after,mean_diff,std_diff,effect_size_dz,normality_p,metric,p_value_fdr_bh,significant_fdr_0_05
10,wilcoxon,0.0,1.0,0.2,0.1,-0.1,0.31622776601683794,-0.31622776601683794,1.0036928213864587e-07,RTIFESPR,1.0,False
10,constant_no_change,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,SWMBE4,1.0,False
10,wilcoxon,1.0,1.0,0.3,1.0,0.7,2.5841396591085743,0.27088319221936796,7.987779055647828e-07,SWMBE6,1.0,False
8,constant_no_change,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,SWMDE,1.0,False
10,constant_no_change,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,SWMDE4,1.0,False
10,constant_no_change,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,SWMDE6,1.0,False
10,wilcoxon,0.0,1.0,0.0,0.5,0.5,1.5811388300841898,0.31622776601683794,1.0036928213864587e-07,SWMDE8,1.0,False
10,constant_no_change,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,SWMTE4,1.0,False
10,wilcoxon,1.0,1.0,0.3,1.0,0.7,2.5841396591085743,0.27088319221936796,7.987779055647828e-07,SWMTE6,1.0,False
8,wilcoxon,0.0,1.0,0.25,0.0,-0.25,0.7071067811865476,-0.35355339059327373,1.0472313107698794e-06,SWMWE,1.0,False
10,constant_no_change,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,SWMWE4,1.0,False
10,constant_no_change,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,SWMWE6,1.0,False
10,wilcoxon,1.0,1.0,0.2,0.7,0.5,2.3687784005919825,0.21107926341908756,7.745116189313041e-06,SWMWE8,1.0,False
